timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1566656158064,erase_choice,q887,,sprint,b,mobile
1566656161413,submit,b887,,sprint,,mobile
1566656161457,enter,e887,,sprint,,mobile
1566656174007,play_audio,b887,0,sprint,,mobile
1566656189003,pause_audio,b887,14794,sprint,,mobile
1566656192451,quit,e887,,sprint,,mobile
1566656192514,enter,b1380,,sprint,,mobile
1566656193040,play_audio,b1380,0,sprint,,mobile
1566656202718,respond,q1380,,sprint,a,mobile
1566656210298,pause_audio,b1380,17638,sprint,,mobile
1566656213704,submit,b1380,,sprint,,mobile
1566656213778,enter,e1380,,sprint,,mobile
1566656216114,play_audio,b1380,0,sprint,,mobile
1566656231485,pause_audio,b1380,15179,sprint,,mobile
1566656234023,quit,e1380,,sprint,,mobile
1566656234086,enter,b1254,,sprint,,mobile
1566656234526,play_audio,b1254,0,sprint,,mobile
1566656243827,erase_choice,q1254,,sprint,a,mobile
1566656250519,erase_choice,q1254,,sprint,c,mobile
1566656250527,pause_audio,b1254,16437,sprint,,mobile
1566656255993,submit,b1254,,sprint,,mobile
1566656256063,enter,e1254,,sprint,,mobile
1566656258709,play_audio,b1254,0,sprint,,mobile
1566656272950,pause_audio,b1254,14036,sprint,,mobile
1566656276108,quit,e1254,,sprint,,mobile
1566656276147,enter,b295,,sprint,,mobile
1566656276352,play_audio,b295,0,sprint,,mobile
1566656284929,erase_choice,q295,,sprint,a,mobile
1566656291491,pause_audio,b295,15517,sprint,,mobile
1566656291889,respond,q295,,sprint,c,mobile
1566656295993,submit,b295,,sprint,,mobile
1566656296061,enter,e295,,sprint,,mobile
1566656308878,quit,e295,,sprint,,mobile
1566656308942,enter,b584,,sprint,,mobile
1566656309193,play_audio,b584,0,sprint,,mobile
1566656321094,erase_choice,q584,,sprint,b,mobile
1566656325926,pause_audio,b584,17168,sprint,,mobile
1566656326567,erase_choice,q584,,sprint,c,mobile
1566656331608,submit,b584,,sprint,,mobile
1566656331682,enter,e584,,sprint,,mobile
1566656334003,play_audio,b584,0,sprint,,mobile
1566656348597,pause_audio,b584,14493,sprint,,mobile
1566656351995,quit,e584,,sprint,,mobile
1566656352064,enter,b881,,sprint,,mobile
1566656352299,play_audio,b881,0,sprint,,mobile
1566656361883,erase_choice,q881,,sprint,a,mobile
1566656370541,pause_audio,b881,18705,sprint,,mobile
1566656370619,respond,q881,,sprint,b,mobile
1566656374003,submit,b881,,sprint,,mobile
1566656374078,enter,e881,,sprint,,mobile
1566656376462,play_audio,b881,0,sprint,,mobile
1566656392810,pause_audio,b881,16153,sprint,,mobile
1566656397151,quit,e881,,sprint,,mobile
1566656397203,enter,b1345,,sprint,,mobile
1566656397444,play_audio,b1345,0,sprint,,mobile
1566656406785,erase_choice,q1345,,sprint,a,mobile
1566656414519,respond,q1345,,sprint,c,mobile
1566656414525,pause_audio,b1345,17428,sprint,,mobile
1566656418653,submit,b1345,,sprint,,mobile
1566656418699,enter,e1345,,sprint,,mobile
1566656422017,play_audio,b1345,0,sprint,,mobile
1566656437266,pause_audio,b1345,15050,sprint,,mobile
1566656440043,quit,e1345,,sprint,,mobile
1566656440100,enter,b8316,,sprint,,mobile
1566656440337,play_audio,b8316,0,sprint,,mobile
1566656450245,erase_choice,q11263,,sprint,a,mobile
1566656457307,respond,q11263,,sprint,b,mobile
1566656457656,pause_audio,b8316,17767,sprint,,mobile
1566656460789,submit,b8316,,sprint,,mobile
1566656460824,enter,e8316,,sprint,,mobile
1566656462869,play_audio,b8316,0,sprint,,mobile
1566656478523,pause_audio,b8316,15438,sprint,,mobile
1566656482379,quit,e8316,,sprint,,mobile
1566656482411,enter,b1336,,sprint,,mobile
1566656482552,play_audio,b1336,0,sprint,,mobile
1566656491064,erase_choice,q1336,,sprint,a,mobile
1566656497137,pause_audio,b1336,14994,sprint,,mobile
1566656497758,respond,q1336,,sprint,b,mobile
1566656500874,submit,b1336,,sprint,,mobile
1566656500931,enter,e1336,,sprint,,mobile
1566656503453,play_audio,b1336,0,sprint,,mobile
1566656516084,pause_audio,b1336,12438,sprint,,mobile
1566656518167,play_audio,b1336,0,sprint,,mobile
1566656524798,pause_audio,b1336,6516,sprint,,mobile
1566656526911,quit,e1336,,sprint,,mobile
1566656526945,enter,b393,,sprint,,mobile
1566656527253,play_audio,b393,0,sprint,,mobile
1566656537591,erase_choice,q393,,sprint,a,mobile
1566656544778,pause_audio,b393,17945,sprint,,mobile
1566656548417,respond,q393,,sprint,b,mobile
1566656552184,submit,b393,,sprint,,mobile
1566656552246,enter,e393,,sprint,,mobile
1566656555773,play_audio,b393,0,sprint,,mobile
1566656571385,pause_audio,b393,15416,sprint,,mobile
1566656573375,quit,e393,,sprint,,mobile
1566656604405,enter,b4461,,sprint,,mobile
1566656612629,respond,q5929,,sprint,d,mobile
1566656616281,submit,b4461,,sprint,,mobile
1566656616334,enter,e4461,,sprint,,mobile
1566656626007,quit,e4461,,sprint,,mobile
1566656626063,enter,b6957,,sprint,,mobile
1566656646468,respond,q9606,,sprint,c,mobile
1566656648950,submit,b6957,,sprint,,mobile
1566656649002,enter,e6957,,sprint,,mobile
1566656676693,quit,e6957,,sprint,,mobile
1566656676747,enter,b4856,,sprint,,mobile
1566656694352,respond,q6324,,sprint,b,mobile
1566656697895,submit,b4856,,sprint,,mobile
1566656697940,enter,e4856,,sprint,,mobile
1566656728036,quit,e4856,,sprint,,mobile
1566656728082,enter,b6093,,sprint,,mobile
1566656734756,respond,q8742,,sprint,c,mobile
1566656739188,submit,b6093,,sprint,,mobile
1566656739237,enter,e6093,,sprint,,mobile
1566656744638,quit,e6093,,sprint,,mobile
1566656744674,enter,b4219,,sprint,,mobile
1566656762643,respond,q5687,,sprint,b,mobile
1566656764881,respond,q5687,,sprint,d,mobile
1566656768652,submit,b4219,,sprint,,mobile
1566656768707,enter,e4219,,sprint,,mobile
1566656777151,quit,e4219,,sprint,,mobile
1566656777212,enter,b3010,,sprint,,mobile
1566656806385,erase_choice,q4478,,sprint,a,mobile
1566656807938,respond,q4478,,sprint,a,mobile
1566656810637,submit,b3010,,sprint,,mobile
1566656810678,enter,e3010,,sprint,,mobile
1566656824030,quit,e3010,,sprint,,mobile
1566656824098,enter,b4302,,sprint,,mobile
1566656860438,erase_choice,q5770,,sprint,b,mobile
1566656861573,respond,q5770,,sprint,b,mobile
1566656865011,submit,b4302,,sprint,,mobile
1566656865065,enter,e4302,,sprint,,mobile
1566656886924,quit,e4302,,sprint,,mobile
1566656886982,enter,b6477,,sprint,,mobile
1566656901607,respond,q9126,,sprint,b,mobile
1566656905255,submit,b6477,,sprint,,mobile
1566656905303,enter,e6477,,sprint,,mobile
1566656913517,quit,e6477,,sprint,,mobile
1566656913567,enter,b3025,,sprint,,mobile
1566656927949,respond,q4493,,sprint,b,mobile
1566656930994,submit,b3025,,sprint,,mobile
1566656931042,enter,e3025,,sprint,,mobile
1566656938944,quit,e3025,,sprint,,mobile
1566656938999,enter,b3755,,sprint,,mobile
1566656953554,respond,q5223,,sprint,a,mobile
1566656957173,submit,b3755,,sprint,,mobile
1566656957230,enter,e3755,,sprint,,mobile
1566656968012,quit,e3755,,sprint,,mobile
1566656981227,enter,e4302,,review,,mobile
1566656982442,quit,e4302,,review,,mobile
1566656988615,enter,e4219,,review,,mobile
1566656989933,quit,e4219,,review,,mobile
1566656993936,enter,e6957,,review,,mobile
1566656999665,quit,e6957,,review,,mobile
1566691925096,enter,b456,,sprint,,mobile
1566691925869,play_audio,b456,0,sprint,,mobile
1566691937022,erase_choice,q456,,sprint,a,mobile
1566691938129,erase_choice,q456,,sprint,b,mobile
1566691940908,pause_audio,b456,15391,sprint,,mobile
1566691946146,submit,b456,,sprint,,mobile
1566691946221,enter,e456,,sprint,,mobile
1566691954777,quit,e456,,sprint,,mobile
1566691954844,enter,b8315,,sprint,,mobile
1566691955169,play_audio,b8315,0,sprint,,mobile
1566691967019,erase_choice,q11262,,sprint,b,mobile
1566691971020,erase_choice,q11262,,sprint,c,mobile
1566691971921,pause_audio,b8315,17144,sprint,,mobile
1566691975133,submit,b8315,,sprint,,mobile
1566691975165,enter,e8315,,sprint,,mobile
1566691980778,quit,e8315,,sprint,,mobile
1566691980834,enter,b666,,sprint,,mobile
1566691981115,play_audio,b666,0,sprint,,mobile
1566691990793,erase_choice,q666,,sprint,a,mobile
1566691997649,pause_audio,b666,16904,sprint,,mobile
1566691998656,respond,q666,,sprint,b,mobile
1566692001446,submit,b666,,sprint,,mobile
1566692001481,enter,e666,,sprint,,mobile
1566692017439,play_audio,b666,0,sprint,,mobile
1566692031027,pause_audio,b666,13382,sprint,,mobile
1566692031027,quit,e666,,sprint,,mobile
1566692039553,enter,b666,,sprint,,mobile
1566692040344,play_audio,b666,13495,sprint,,mobile
1566692041114,pause_audio,b666,14298,sprint,,mobile
1566692044618,submit,b666,,sprint,,mobile
1566692044658,enter,b902,,sprint,,mobile
1566692044911,play_audio,b902,0,sprint,,mobile
1566692057292,erase_choice,q902,,sprint,b,mobile
1566692061118,pause_audio,b902,16562,sprint,,mobile
1566692061508,erase_choice,q902,,sprint,c,mobile
1566692065421,submit,b902,,sprint,,mobile
1566692065457,enter,e902,,sprint,,mobile
1566692067802,play_audio,b902,0,sprint,,mobile
1566692081778,pause_audio,b902,13870,sprint,,mobile
1566692086765,quit,e902,,sprint,,mobile
1566692086821,enter,b280,,sprint,,mobile
1566692087162,play_audio,b280,0,sprint,,mobile
1566692097126,erase_choice,q280,,sprint,a,mobile
1566692100589,respond,q280,,sprint,b,mobile
1566692104245,pause_audio,b280,17551,sprint,,mobile
1566692107430,submit,b280,,sprint,,mobile
1566692107464,enter,e280,,sprint,,mobile
1566692109230,play_audio,b280,0,sprint,,mobile
1566692124871,pause_audio,b280,15459,sprint,,mobile
1566692130783,quit,e280,,sprint,,mobile
1566692130843,enter,b8314,,sprint,,mobile
1566692131149,play_audio,b8314,0,sprint,,mobile
1566692141783,erase_choice,q11261,,sprint,a,mobile
1566692149717,pause_audio,b8314,18917,sprint,,mobile
1566692150663,respond,q11261,,sprint,b,mobile
1566692154493,submit,b8314,,sprint,,mobile
1566692154550,enter,e8314,,sprint,,mobile
1566692160748,play_audio,b8314,0,sprint,,mobile
1566692177111,pause_audio,b8314,16167,sprint,,mobile
1566692180732,quit,e8314,,sprint,,mobile
1566692180770,enter,b1297,,sprint,,mobile
1566692181061,play_audio,b1297,0,sprint,,mobile
1566692190102,erase_choice,q1297,,sprint,a,mobile
1566692194054,respond,q1297,,sprint,b,mobile
1566692197758,pause_audio,b1297,17157,sprint,,mobile
1566692201063,submit,b1297,,sprint,,mobile
1566692201091,enter,e1297,,sprint,,mobile
1566692339045,quit,e1297,,sprint,,mobile
1566692339119,enter,b588,,sprint,,mobile
1566692339449,play_audio,b588,0,sprint,,mobile
1566692349093,erase_choice,q588,,sprint,a,mobile
1566692352877,erase_choice,q588,,sprint,b,mobile
1566692356162,pause_audio,b588,17176,sprint,,mobile
1566692358899,submit,b588,,sprint,,mobile
1566692358930,enter,e588,,sprint,,mobile
1566692384759,play_audio,b588,0,sprint,,mobile
1566692394948,pause_audio,b588,10099,sprint,,mobile
1566692431896,quit,e588,,sprint,,mobile
1566692442851,enter,b735,,sprint,,mobile
1566692443155,play_audio,b735,0,sprint,,mobile
1566692452843,erase_choice,q735,,sprint,a,mobile
1566692459718,pause_audio,b735,16934,sprint,,mobile
1566692460715,respond,q735,,sprint,b,mobile
1566692464565,submit,b735,,sprint,,mobile
1566692464637,enter,e735,,sprint,,mobile
1566692467114,play_audio,b735,0,sprint,,mobile
1566692481370,pause_audio,b735,14152,sprint,,mobile
1566692484716,quit,e735,,sprint,,mobile
1566692484773,enter,b8302,,sprint,,mobile
1566692485088,play_audio,b8302,0,sprint,,mobile
1566692495789,erase_choice,q11249,,sprint,a,mobile
1566692501758,respond,q11249,,sprint,b,mobile
1566692505982,pause_audio,b8302,21262,sprint,,mobile
1566692509042,submit,b8302,,sprint,,mobile
1566692509097,enter,e8302,,sprint,,mobile
1566692512224,play_audio,b8302,0,sprint,,mobile
1566692526433,pause_audio,b8302,14098,sprint,,mobile
1566692528956,quit,e8302,,sprint,,mobile
1566692597585,enter,b2559,,sprint,,mobile
1566692626969,respond,q4027,,sprint,b,mobile
1566692630832,submit,b2559,,sprint,,mobile
1566692630880,enter,e2559,,sprint,,mobile
1566692662830,quit,e2559,,sprint,,mobile
1566692662883,enter,b7550,,sprint,,mobile
1566692674825,respond,q10199,,sprint,b,mobile
1566692689710,submit,b7550,,sprint,,mobile
1566692689758,enter,e7550,,sprint,,mobile
1566692697384,quit,e7550,,sprint,,mobile
1566692697431,enter,b3000,,sprint,,mobile
1566692725780,respond,q4468,,sprint,b,mobile
1566692730114,submit,b3000,,sprint,,mobile
1566692730161,enter,e3000,,sprint,,mobile
1566692746401,quit,e3000,,sprint,,mobile
1566692764729,enter,b3008,,sprint,,mobile
1566692779778,respond,q4476,,sprint,c,mobile
1566692782925,submit,b3008,,sprint,,mobile
1566692782974,enter,e3008,,sprint,,mobile
1566692791558,quit,e3008,,sprint,,mobile
1566692791602,enter,b5152,,sprint,,mobile
1566692810586,respond,q6746,,sprint,b,mobile
1566692814006,submit,b5152,,sprint,,mobile
1566692814060,enter,e5152,,sprint,,mobile
1566692821981,quit,e5152,,sprint,,mobile
1566892683637,enter,b4220,,sprint,,mobile
1566892692852,respond,q5688,,sprint,b,mobile
1566892704353,submit,b4220,,sprint,,mobile
1566892704386,enter,e4220,,sprint,,mobile
1566892731495,quit,e4220,,sprint,,mobile
1566892731559,enter,b3015,,sprint,,mobile
1566892745154,respond,q4483,,sprint,d,mobile
1566892755262,respond,q4483,,sprint,b,mobile
1566892758389,respond,q4483,,sprint,d,mobile
1566892762520,submit,b3015,,sprint,,mobile
1566892762563,enter,e3015,,sprint,,mobile
1566892778595,quit,e3015,,sprint,,mobile
1566892778646,enter,b4259,,sprint,,mobile
1566892804662,respond,q5727,,sprint,d,mobile
1566892822323,submit,b4259,,sprint,,mobile
1566892822374,enter,e4259,,sprint,,mobile
1566892849798,quit,e4259,,sprint,,mobile
1566892849851,enter,b6056,,sprint,,mobile
1566892873944,respond,q8705,,sprint,a,mobile
1566892882742,submit,b6056,,sprint,,mobile
1566892882791,enter,e6056,,sprint,,mobile
1566892891446,quit,e6056,,sprint,,mobile
1566892891499,enter,b3563,,sprint,,mobile
1566892898964,respond,q5031,,sprint,b,mobile
1566892914360,submit,b3563,,sprint,,mobile
1566892914405,enter,e3563,,sprint,,mobile
1566892936289,quit,e3563,,sprint,,mobile
1566892936337,enter,b4316,,sprint,,mobile
1566892945693,respond,q5784,,sprint,d,mobile
1566892959844,submit,b4316,,sprint,,mobile
1566892959888,enter,e4316,,sprint,,mobile
1566892984320,quit,e4316,,sprint,,mobile
1566892984377,enter,b5045,,sprint,,mobile
1566893010640,respond,q6513,,sprint,b,mobile
1566893025195,submit,b5045,,sprint,,mobile
1566893025245,enter,e5045,,sprint,,mobile
1566893090281,quit,e5045,,sprint,,mobile
1566893090340,enter,b6308,,sprint,,mobile
1566893130528,respond,q8957,,sprint,c,mobile
1566893132903,submit,b6308,,sprint,,mobile
1566893132940,enter,e6308,,sprint,,mobile
1566893188917,quit,e6308,,sprint,,mobile
1566893188964,enter,b2840,,sprint,,mobile
1566893196297,respond,q4308,,sprint,c,mobile
1566893199162,submit,b2840,,sprint,,mobile
1566893199211,enter,e2840,,sprint,,mobile
1566893213947,quit,e2840,,sprint,,mobile
1566893213994,enter,b4028,,sprint,,mobile
1566893229107,respond,q5496,,sprint,b,mobile
1566893233672,submit,b4028,,sprint,,mobile
1566893233719,enter,e4028,,sprint,,mobile
1566893267360,quit,e4028,,sprint,,mobile
1566893267412,enter,b5031,,sprint,,mobile
1566893274011,respond,q6499,,sprint,a,mobile
1566893278318,submit,b5031,,sprint,,mobile
1566893278365,enter,e5031,,sprint,,mobile
1566893287298,quit,e5031,,sprint,,mobile
1566893287347,enter,b7542,,sprint,,mobile
1566893293603,respond,q10191,,sprint,c,mobile
1566893296445,submit,b7542,,sprint,,mobile
1566893296496,enter,e7542,,sprint,,mobile
1566893303919,quit,e7542,,sprint,,mobile
1566893303966,enter,b3018,,sprint,,mobile
1566893307945,respond,q4486,,sprint,a,mobile
1566893311394,submit,b3018,,sprint,,mobile
1566893311436,enter,e3018,,sprint,,mobile
1566893378668,quit,e3018,,sprint,,mobile
1566893378716,enter,b4694,,sprint,,mobile
1566893396619,respond,q6162,,sprint,b,mobile
1566893399555,submit,b4694,,sprint,,mobile
1566893399595,enter,e4694,,sprint,,mobile
1566893406001,quit,e4694,,sprint,,mobile
1566893406051,enter,b4215,,sprint,,mobile
1566893421912,respond,q5683,,sprint,b,mobile
1566893431368,respond,q5683,,sprint,a,mobile
1566893435087,submit,b4215,,sprint,,mobile
1566893435133,enter,e4215,,sprint,,mobile
1566893493458,quit,e4215,,sprint,,mobile
1566893493502,enter,b6856,,sprint,,mobile
1566893507497,respond,q9505,,sprint,b,mobile
1566893510627,respond,q9505,,sprint,a,mobile
1566893514245,submit,b6856,,sprint,,mobile
1566893514288,enter,e6856,,sprint,,mobile
1566893519882,quit,e6856,,sprint,,mobile
1566893519928,enter,b2230,,sprint,,mobile
1566893539720,respond,q3698,,sprint,a,mobile
1566893544865,submit,b2230,,sprint,,mobile
1566893544919,enter,e2230,,sprint,,mobile
1566893673925,quit,e2230,,sprint,,mobile
1566893673976,enter,b5035,,sprint,,mobile
1566893676137,respond,q6503,,sprint,a,mobile
1566893678906,submit,b5035,,sprint,,mobile
1566893678951,enter,e5035,,sprint,,mobile
1566893695599,quit,e5035,,sprint,,mobile
1566893695645,enter,b2197,,sprint,,mobile
1566893707327,respond,q3665,,sprint,b,mobile
1566893727136,submit,b2197,,sprint,,mobile
1566893727182,enter,e2197,,sprint,,mobile
1566893733475,quit,e2197,,sprint,,mobile
1566893733524,enter,b6417,,sprint,,mobile
1566893754924,respond,q9066,,sprint,a,mobile
1566893757959,submit,b6417,,sprint,,mobile
1566893757999,enter,e6417,,sprint,,mobile
1566893771065,quit,e6417,,sprint,,mobile
1566893771113,enter,b2233,,sprint,,mobile
1566893806833,respond,q3701,,sprint,c,mobile
1566893810084,submit,b2233,,sprint,,mobile
1566893810132,enter,e2233,,sprint,,mobile
1566893828720,quit,e2233,,sprint,,mobile
1566893828767,enter,b3593,,sprint,,mobile
1566893838781,respond,q5061,,sprint,c,mobile
1566893841623,submit,b3593,,sprint,,mobile
1566893841668,enter,e3593,,sprint,,mobile
1566893849635,quit,e3593,,sprint,,mobile
1566893849685,enter,b3869,,sprint,,mobile
1566893872085,respond,q5337,,sprint,a,mobile
1566893880631,respond,q5337,,sprint,b,mobile
1566893883092,submit,b3869,,sprint,,mobile
1566893883129,enter,e3869,,sprint,,mobile
1566893890875,quit,e3869,,sprint,,mobile
1566893890924,enter,b7479,,sprint,,mobile
1566893908893,respond,q10128,,sprint,c,mobile
1566893912179,submit,b7479,,sprint,,mobile
1566893912227,enter,e7479,,sprint,,mobile
1566893961736,quit,e7479,,sprint,,mobile
1566893961786,enter,b3415,,sprint,,mobile
1566893986149,respond,q4883,,sprint,b,mobile
1566893989444,submit,b3415,,sprint,,mobile
1566893989489,enter,e3415,,sprint,,mobile
1566894005804,quit,e3415,,sprint,,mobile
1566894010736,enter,e3415,,review,,mobile
1566894014918,quit,e3415,,review,,mobile
1566894017814,enter,e7479,,review,,mobile
1566894019252,quit,e7479,,review,,mobile
1566894040637,enter,b724,,sprint,,mobile
1566894041148,play_audio,b724,0,sprint,,mobile
1566894049683,erase_choice,q724,,sprint,a,mobile
1566894056631,erase_choice,q724,,sprint,b,mobile
1566894057811,pause_audio,b724,17143,sprint,,mobile
1566894060139,submit,b724,,sprint,,mobile
1566894060173,enter,e724,,sprint,,mobile
1566894071674,quit,e724,,sprint,,mobile
1566894071717,enter,b507,,sprint,,mobile
1566894071981,play_audio,b507,0,sprint,,mobile
1566894080578,erase_choice,q507,,sprint,a,mobile
1566894087589,respond,q507,,sprint,c,mobile
1566894087851,pause_audio,b507,16287,sprint,,mobile
1566894090760,submit,b507,,sprint,,mobile
1566894090791,enter,e507,,sprint,,mobile
1566894091946,play_audio,b507,0,sprint,,mobile
1566894105733,pause_audio,b507,13574,sprint,,mobile
1566894105733,play_audio,b507,13824,sprint,,mobile
1566894105751,pause_audio,b507,13824,sprint,,mobile
1566894112278,quit,e507,,sprint,,mobile
1566894112334,enter,b1250,,sprint,,mobile
1566894112588,play_audio,b1250,0,sprint,,mobile
1566894121386,respond,q1250,,sprint,a,mobile
1566894129200,pause_audio,b1250,17014,sprint,,mobile
1566894129440,erase_choice,q1250,,sprint,c,mobile
1566894132164,erase_choice,q1250,,sprint,b,mobile
1566894135004,submit,b1250,,sprint,,mobile
1566894135069,enter,e1250,,sprint,,mobile
1566894143604,quit,e1250,,sprint,,mobile
1566894143662,enter,b8312,,sprint,,mobile
1566894143905,play_audio,b8312,0,sprint,,mobile
1566894154372,erase_choice,q11259,,sprint,a,mobile
1566894158875,respond,q11259,,sprint,b,mobile
1566894160923,pause_audio,b8312,17508,sprint,,mobile
1566894163052,submit,b8312,,sprint,,mobile
1566894163086,enter,e8312,,sprint,,mobile
1566894164751,play_audio,b8312,0,sprint,,mobile
1566894179760,pause_audio,b8312,14893,sprint,,mobile
1566894182519,quit,e8312,,sprint,,mobile
1566894182560,enter,b763,,sprint,,mobile
1566894182801,play_audio,b763,0,sprint,,mobile
1566894191802,erase_choice,q763,,sprint,a,mobile
1566894199737,pause_audio,b763,17402,sprint,,mobile
1566894200553,respond,q763,,sprint,c,mobile
1566894203297,submit,b763,,sprint,,mobile
1566894203323,enter,e763,,sprint,,mobile
1566894205192,play_audio,b763,0,sprint,,mobile
1566894220418,pause_audio,b763,15024,sprint,,mobile
1566894224192,quit,e763,,sprint,,mobile
1566894224251,enter,b1316,,sprint,,mobile
1566894224451,play_audio,b1316,0,sprint,,mobile
1566894241761,pause_audio,b1316,17714,sprint,,mobile
1566894241975,respond,q1316,,sprint,c,mobile
1566894244775,submit,b1316,,sprint,,mobile
1566894244808,enter,e1316,,sprint,,mobile
1566894245866,play_audio,b1316,0,sprint,,mobile
1566894250971,pause_audio,b1316,4872,sprint,,mobile
1566894250971,play_audio,b1316,0,sprint,,mobile
1566894266331,pause_audio,b1316,15161,sprint,,mobile
1566894266381,quit,e1316,,sprint,,mobile
1566894277105,enter,b774,,sprint,,mobile
1566894277456,play_audio,b774,0,sprint,,mobile
1566894286785,erase_choice,q774,,sprint,a,mobile
1566894291237,erase_choice,q774,,sprint,b,mobile
1566894294603,pause_audio,b774,17527,sprint,,mobile
1566894295838,respond,q774,,sprint,a,mobile
1566894299877,submit,b774,,sprint,,mobile
1566894299941,enter,e774,,sprint,,mobile
1566894301380,play_audio,b774,0,sprint,,mobile
1566894316758,pause_audio,b774,15155,sprint,,mobile
1566894320168,quit,e774,,sprint,,mobile
1566894320218,enter,b291,,sprint,,mobile
1566894320477,play_audio,b291,0,sprint,,mobile
1566894329584,erase_choice,q291,,sprint,a,mobile
1566894332265,respond,q291,,sprint,b,mobile
1566894333122,pause_audio,b291,13138,sprint,,mobile
1566894336635,submit,b291,,sprint,,mobile
1566894336668,enter,e291,,sprint,,mobile
1566894340686,play_audio,b291,0,sprint,,mobile
1566894353895,pause_audio,b291,13018,sprint,,mobile
1566894356695,quit,e291,,sprint,,mobile
1566894356727,enter,b1003,,sprint,,mobile
1566894356901,play_audio,b1003,0,sprint,,mobile
1566894366617,erase_choice,q1003,,sprint,a,mobile
1566894371034,respond,q1003,,sprint,b,mobile
1566894375000,pause_audio,b1003,18577,sprint,,mobile
1566894376268,respond,q1003,,sprint,c,mobile
1566894378719,submit,b1003,,sprint,,mobile
1566894378778,enter,e1003,,sprint,,mobile
1566894380258,play_audio,b1003,0,sprint,,mobile
1566894396462,pause_audio,b1003,15977,sprint,,mobile
1566894398679,quit,e1003,,sprint,,mobile
1566894398711,enter,b1115,,sprint,,mobile
1566894398867,play_audio,b1115,0,sprint,,mobile
1566894409053,erase_choice,q1115,,sprint,a,mobile
1566894414387,respond,q1115,,sprint,c,mobile
1566894414606,pause_audio,b1115,16176,sprint,,mobile
1566894416904,submit,b1115,,sprint,,mobile
1566894416926,enter,e1115,,sprint,,mobile
1566894418009,play_audio,b1115,0,sprint,,mobile
1566894431881,pause_audio,b1115,13636,sprint,,mobile
1566894436293,quit,e1115,,sprint,,mobile
1566897864924,enter,b952,,sprint,,mobile
1566897865291,play_audio,b952,0,sprint,,mobile
1566897873054,respond,q952,,sprint,a,mobile
1566897873745,pause_audio,b952,8910,sprint,,mobile
1566897875827,submit,b952,,sprint,,mobile
1566897875859,enter,e952,,sprint,,mobile
1566897883354,play_audio,b952,0,sprint,,mobile
1566897895829,pause_audio,b952,12284,sprint,,mobile
1566897898694,quit,e952,,sprint,,mobile
1566897898752,enter,b292,,sprint,,mobile
1566897899002,play_audio,b292,0,sprint,,mobile
1566897910507,erase_choice,q292,,sprint,b,mobile
1566897914270,pause_audio,b292,15725,sprint,,mobile
